Team ID,Team Description,,Full Name,,1,,,2,,,3,,,4,,,5,,,6,,,,Pokepaste,EVs,Extracted paste?,Replica Status,Replica Code,,,,,,,,,,,,,,,,
MC190,zeen's Salamence Pawmot Team,,Shohei Kimura,,,,Salamencite,,,Focus Sash,,,Sitrus Berry,,,Miracle Seed,,,Life Orb,,,Chople Berry,,https://pokepast.es/8ef29e6c905c1699,Yes,Extracted,✔,E5HEB51MUQ,12 Sep 2026,-,,https://x.com/zeen172M/status/2098778526753431795?s=20,-,-,zeen172M,,Salamence-Mega,Arcanine-Hisui,Basculegion,Rillaboom,Pawmot,Kingambit,,MC190
MC189,BTrickroomZ's Garchomp-Z Metagross Team,,Yuta Ishigaki,,,,Garchompite Z,,,Metagrossite,,,Sitrus Berry,,,Grassy Seed,,,Miracle Seed,,,White Herb,,https://pokepast.es/668502969512b159,Yes,Extracted,✔,PGARJCNDJJ,12 Sep 2026,Video,,https://x.com/btrickroomz/status/2098762312920580143?s=46,youtube.com/live/XhMWDd-Fl6Y?si=va1U1jZwTqTkgcam,-,btrickroomz,,Garchomp-Mega-Z,Metagross-Mega,Incineroar,Volcarona,Rillaboom,Sneasler,,MC189
MC188,Eclair_EqualAir's Tera Square Offline Meetup #2 Top 4 Team,,Eclair_EqualAir,,,,Lucarionite Z,,,Salamencite,,,Life Orb,,,Psychic Seed,,,Colbur Berry,,,Fairy Feather,,https://pokepast.es/76a971cc5c997172,Yes,Extracted,✔,QD8979FGEC,12 Sep 2026,Tera Square Offline Meetup #2,Top 4,https://x.com/Eclair_EqualAir/status/2098723565273280848?s=20,-,-,Eclair_EqualAir,,Lucario-Mega-Z,Salamence-Mega,Armarouge,Sneasler,Indeedee-F,Sylveon,,MC188
MC187,poke_sky39's Tera Square Offline Meetup #2 Top 16 Team,,poke_sky39,,,,Floettite,,,Salamencite,,,Life Orb,,,Sitrus Berry,,,Focus Sash,,,Leftovers,,https://pokepast.es/eedf279fbc3ad845,Yes,Extracted,✔,HBP260F81K,13 Sep 2026,Tera Square Offline Meetup #2,9th,https://x.com/poke_sky39/status/2098897864210735581?s=46,-,-,poke_sky39,,Floette-Eternal-Mega,Salamence-Mega,Basculegion,Rillaboom,Kingambit,Archaludon,,MC187
MC186,arubega's Tera Square Offline Meetup #2 Team,,Hiroto Hayasaki,,,,Floettite,,,Salamencite,,,Rocky Helmet,,,Miracle Seed,,,Focus Sash,,,Life Orb,,https://pokepast.es/50b078e2f8b2900d,Yes,Extracted,✔,TV60BSCTYN,14 Sep 2026,Tera Square Offline Meetup #2,,https://x.com/arubega_poke/status/2099282085647360049?s=46,-,-,arubega_poke,,Floette-Eternal-Mega,Salamence-Mega,Volcarona,Rillaboom,Sneasler,Kingambit,,MC186
MC185,yuki_mpm's Tera Square Offline Meetup #2 Team,,yuki_mpm,,,,Garchompite Z,,,Metagrossite,,,Leftovers,,,Life Orb,,,Grassy Seed,,,Focus Sash,,https://pokepast.es/e3bbfefb252a130d,Yes,Extracted,✔,EJW0ASN15D,13 Sep 2026,Tera Square Offline Meetup #2,,https://x.com/yuki_mpm/status/2099143016405733634?s=20,-,-,yuki_mpm,,Garchomp-Mega-Z,Metagross-Mega,Milotic,Rillaboom,Sneasler,Kingambit,,MC185
MC184,max_Zi_ma's Tera Square Offline Meetup #2 Team,,max_Zi_ma,,,,Salamencite,,,Tyranitarite,,,Miracle Seed,,,Focus Sash,,,Grassy Seed,,,Life Orb,,https://pokepast.es/73e5d6533b781089,Yes,Extracted,X,None,12 Sep 2026,Tera Square Offline Meetup #2,,https://x.com/max_Zi_ma/status/2098674822918406454?s=20,-,-,max_Zi_ma,,Salamence-Mega,Tyranitar-Mega,Rillaboom,Excadrill,Sneasler,Gholdengo,,MC184
MC183,toshiniki's Tera Square Offline Meetup #2 Team,,toshiniki,,,,Gardevoirite,,,Golisopite,,,Life Orb,,,White Herb,,,Psychic Seed,,,Rocky Helmet,,https://pokepast.es/2436424b11b702d9,Yes,Extracted,✔,BR57D9M2GG,12 Sep 2026,Tera Square Offline Meetup #2,,https://x.com/Toshi_kyogre/status/2098665261557850446?s=20,-,-,Toshi_kyogre,,Gardevoir-Mega,Golisopod-Mega,Armarouge,Sneasler,Thievul,Indeedee-F,,MC183
MC182,Torviv's Tera Square Offline Meetup #2 Team,,Víctor Medina,,,,Floettite,,,Staraptite,,,Sitrus Berry,,,Focus Sash,,,Occa Berry,,,Life Orb,,https://pokepast.es/6534595ea1b752f8,Yes,Extracted,✔,C01R9UF7S2,12 Sep 2026,Tera Square Offline Meetup #2,,https://x.com/torvivvgc/status/2098703312090718251?s=46,-,-,torvivvgc,,Floette-Eternal-Mega,Staraptor-Mega,Incineroar,Zoroark-Hisui,Whimsicott,Gholdengo,,MC182
MC181,horsea_tatsuomi's Tsuk Off #26 Team,,horsea_tatsuomi,,,,Floettite,,,Garchompite Z,,,Sitrus Berry,,,Life Orb,,,Focus Sash,,,Black Glasses,,https://pokepast.es/e328f6becb7a8d35,Yes,Extracted,✔,3VTL67241W,12 Sep 2026,Tsuk Off #26,,https://x.com/horsea_tatsuomi/status/2098683834518913286?s=20,-,-,horsea_tatsuomi,,Floette-Eternal-Mega,Garchomp-Mega-Z,Incineroar,Rillaboom,Sneasler,Kingambit,,MC181
MC180,Gardevoir_377's Garchomp-Z Scrafty Team,,Gardevoir_377,,,,Garchompite Z,,,Focus Sash,,,Leftovers,,,Miracle Seed,,,Sharp Beak,,,Life Orb,,https://pokepast.es/098ae48a631c4038,Yes,Extracted,✔,EMMGJSP2TQ,12 Sep 2026,-,,https://x.com/gardevoir_377/status/2098710866845978625?s=46,-,-,gardevoir_377,,Garchomp-Mega-Z,Arcanine-Hisui,Milotic,Rillaboom,Scrafty,Gholdengo,,MC180
MC179,luixens' Salamence Gengar Team,,luixens,,,,Gengarite,,,Salamencite,,,Rocky Helmet,,,Leftovers,,,Focus Sash,,,Life Orb,,https://pokepast.es/eb89982a260f186e,Yes,Extracted,✔,37T7MMB5RM,12 Sep 2026,-,,https://x.com/luixens/status/2098709330186940595?s=46,-,-,luixens,,Gengar-Mega,Salamence-Mega,Rillaboom,Annihilape,Weavile,Garchomp,,MC179
MC178,luixens' Garchomp-Z Psyspam Team,,luixens,,,,Garchompite Z,,,Tyranitarite,,,Focus Sash,,,Psychic Seed,,,Choice Scarf,,,Leftovers,,https://pokepast.es/4c9ef5756ec19d8c,Yes,Extracted,✔,U163UFVG9H,12 Sep 2026,-,,https://x.com/luixens/status/2098709330186940595?s=46,-,-,luixens,,Garchomp-Mega-Z,Tyranitar-Mega,Excadrill,Sneasler,Indeedee,Corviknight,,MC178
MC177,homura_kurenai_'s Raichu-Y Goliosopod Team,,homura_kurenai_,,,,Golisopite,,,Raichunite Y,,,Sitrus Berry,,,Leftovers,,,Miracle Seed,,,Life Orb,,https://pokepast.es/fc5a33abdd155ca3,Yes,Extracted,✔,F53ERXUPKQ,12 Sep 2026,-,,https://x.com/homura_kurenai_/status/2098622636737609739?s=46,-,-,homura_kurenai_,,Golisopod-Mega,Raichu-Mega-Y,Incineroar,Milotic,Rillaboom,Kingambit,,MC177
MC176,drexrg's Gardevoir Salamence Team,,drexrg,,,,Gardevoirite,,,Salamencite,,,Sitrus Berry,,,Life Orb,,,Psychic Seed,,,Focus Sash,,https://pokepast.es/a4fd7f400e9b4e49,Yes,Extracted,✔,BEBE5Q7MTE,12 Sep 2026,-,,https://x.com/drexrg/status/2098512955113390124?s=46,-,-,drexrg,,Gardevoir-Mega,Salamence-Mega,Incineroar,Rillaboom,Indeedee-F,Kingambit,,MC176
MC175,nshf_psm3's Salamence Absol-Z Team,,nshf_psm3,,,,Absolite Z,,,Salamencite,,,Focus Sash,,,Miracle Seed,,,Grassy Seed,,,Life Orb,,https://pokepast.es/e558d7755eb58e36,Yes,Extracted,✔,TA0D9KY01Q,12 Sep 2026,-,,https://x.com/nshf_psm3/status/2098521810073423951?s=46,-,-,nshf_psm3,,Absol-Mega-Z,Salamence-Mega,Arcanine-Hisui,Rillaboom,Farigiraf,Gholdengo,,MC175
MC174,zerosiki0909's Gardevoir Sneasler Team,,zerosiki0909,,,,Gardevoirite,,,Charcoal,,,Focus Sash,,,Psychic Seed,,,Rocky Helmet,,,Chople Berry,,https://pokepast.es/a719c9e52c55cc43,Yes,Extracted,✔,BRYQ42F0EG,12 Sep 2026,-,,https://x.com/zerosiki0909/status/2098517726935548258?s=46,-,-,zerosiki0909,,Gardevoir-Mega,Talonflame,Basculegion,Sneasler,Indeedee-F,Kingambit,,MC174
MC173,clutchmcgutch15's Golisopod Swampert Team,,clutchmcgutch15,,,,Golisopite,,,Swampertite,,,Focus Sash,,,Miracle Seed,,,White Herb,,,Psychic Seed,,https://pokepast.es/a2ac4752cf943441,Yes,Extracted,✔,WDSKVB25L5,12 Sep 2026,-,,https://x.com/clutchmcgutch15/status/2098596236895137809?s=46,-,-,clutchmcgutch15,,Golisopod-Mega,Swampert-Mega,Pelipper,Rillaboom,Sneasler,Indeedee-F,,MC173
MC172,PokeReplaysVGC's Salamence Farigiraf Team,,Adam Wright,,,,Salamencite,,,Focus Sash,,,Miracle Seed,,,Grassy Seed,,,Sitrus Berry,,,Life Orb,,https://pokepast.es/b2d0e7f2f14c59e4,Yes,Owner's,X,None,12 Sep 2026,-,,https://x.com/pokereplaysvgc/status/2098590617953554487?s=46,-,-,pokereplaysvgc,,Salamence-Mega,Arcanine-Hisui,Rillaboom,Sneasler,Farigiraf,Kingambit,,MC172
MC171,Viera's Garchomp-Z Golisopod Team,,Shoma Honami,,,,Garchompite Z,,,Golisopite,,,Focus Sash,,,Miracle Seed,,,Grassy Seed,,,Life Orb,,https://pokepast.es/199e4fdf392315b2,Yes,Extracted,✔,UYD2PNPAD6,11 Sep 2026,-,,https://x.com/SHADEviera/status/2098436528586506703,https://youtu.be/q0wUhAueQfo?si=XP2M7uW2TSp8v0Yp,-,SHADEviera,,Garchomp-Mega-Z,Golisopod-Mega,Arcanine-Hisui,Rillaboom,Sneasler,Kingambit,,MC171
MC170,alcana's Garchomp-Z Volcarona Team,,Kiwamu Endo,,,,Garchompite Z,,,Rocky Helmet,,,Life Orb,,,Focus Sash,,,Coba Berry,,,Chople Berry,,https://pokepast.es/3c1a31d2282e8246,Yes,Extracted,✔,5U61WWETEM,11 Sep 2026,Video,,https://x.com/alcana_10906,https://youtu.be/c-91Sh2Ew_s?si=neHxkysyGBUej44p,-,alcana_10906,,Garchomp-Mega-Z,Volcarona,Basculegion,Glimmora,Whimsicott,Kingambit,,MC170
MC169,sectoniaservant's Salamence Sand Team,,sectoniaservant,,,,Salamencite,,,Tyranitarite,,,Sitrus Berry,,,Mystic Water,,,Miracle Seed,,,Life Orb,,https://pokepast.es/c8f60c5168bd6a83,Yes,Extracted,✔,FN17YL2SU2,11 Sep 2026,-,,https://x.com/sectoniaservant/status/2098530471646761023?s=46,-,-,sectoniaservant,,Salamence-Mega,Tyranitar-Mega,Incineroar,Basculegion,Rillaboom,Gholdengo,,MC169
MC168,starportal_'s Salamence Lucario-Z Team,,starportal_,,,,Lucarionite Z,,,Salamencite,,,Sitrus Berry,,,Leftovers,,,Occa Berry,,,Colbur Berry,,https://pokepast.es/dad21fdac630175b,Yes,Extracted,✔,VDKQ2DJ60H,11 Sep 2026,-,,https://x.com/starportal_/status/2098578980009869348?s=46,-,-,starportal_,,Lucario-Mega-Z,Salamence-Mega,Incineroar,Primarina,Rillaboom,Farigiraf,,MC168
MC167,joshg0tti1's Salamence Golisopod Team,,joshg0tti1,,,,Golisopite,,,Salamencite,,,Choice Scarf,,,Miracle Seed,,,White Herb,,,Grassy Seed,,https://pokepast.es/4c6eb1d0d2cbb3f3,Yes,Extracted,✔,88SS6FLWBS,11 Sep 2026,-,,https://x.com/joshg0tti1/status/2098535115039064244?s=46,-,-,joshg0tti1,,Golisopod-Mega,Salamence-Mega,Basculegion,Rillaboom,Sneasler,Farigiraf,,MC167
MC166,Sarapoke0914's Salamence Sand Team,,Sarapoke0914,,,,Salamencite,,,Focus Sash,,,Psychic Seed,,,Choice Scarf,,,Twisted Spoon,,,Life Orb,,https://pokepast.es/6c4aaf8c40a3f736,Yes,Extracted,✔,VXDPWBSRBS,11 Sep 2026,-,,https://x.com/Sarapoke0914/status/2097579242456551586?s=20,-,-,Sarapoke0914,,Salamence-Mega,Excadrill,Sneasler,Tyranitar,Indeedee,Kingambit,,MC166
MC165,Sarapoke0914's Blastoise Psyspam Team,,Sarapoke0914,,,,Blastoisinite,,,Life Orb,,,Psychic Seed,,,Colbur Berry,,,Focus Sash,,,Leftovers,,https://pokepast.es/d4087f1527d4e0bc,Yes,Extracted,✔,EFC1AHAE60,11 Sep 2026,-,,https://x.com/sarapoke0914/status/2098607195189637433?s=46,-,-,sarapoke0914,,Blastoise-Mega,Delphox,Sneasler,Indeedee-F,Kingambit,Kommo-o,,MC165
MC164,Panda & SwampVGC's Gardevoir Sun Team,,Justin Tang,,,,Charizardite Y,,,Gardevoirite,,,Choice Scarf,,,Focus Sash,,,Psychic Seed,,,Colbur Berry,,https://pokepast.es/d0ee4dbd575e2250,Yes,Owner's,✔,X9G48T91TN,11 Sep 2026,Video,,https://x.com/unironicpanda/status/2098520556664471897?s=46,https://www.youtube.com/watch?v=ajFJwYqz0hI,-,unironicpanda,,Charizard-Mega-Y,Gardevoir-Mega,Basculegion,Venusaur,Sneasler,Indeedee-F,,MC164
MC163,Justin's Baxcalibur Gogoat Team,,Justin Cerioni,,,,Baxcalibrite,,,Grassy Seed,,,Leftovers,,,Sitrus Berry,,,Miracle Seed,,,Focus Sash,,https://pokepast.es/b1e193478a17c829,Yes,Extracted,✔,UD523JVASY,11 Sep 2026,-,,https://x.com/Byte_v24/status/2098519254500827485?s=20,-,-,Byte_v24,,Baxcalibur-Mega,Ceruledge,Milotic,Gogoat,Rillaboom,Sneasler,,MC163
MC162,mimictavern's Gardevoir Sand Team,,mimictavern,,,,Gardevoirite,,,Tyranitarite,,,Life Orb,,,Focus Sash,,,Psychic Seed,,,Rocky Helmet,,https://pokepast.es/4ebc34b995c1cba6,Yes,Extracted,✔,US3A4EN5DA,11 Sep 2026,-,,https://x.com/mimictavern/status/2098459181774750036?s=20,-,-,mimictavern,,Gardevoir-Mega,Tyranitar-Mega,Armarouge,Excadrill,Sneasler,Indeedee-F,,MC162
MC161,MeK191817's Charizard-Y Sneasler Team,,MeK191817,,,,Charizardite Y,,,Sitrus Berry,,,Psychic Seed,,,Focus Sash,,,Life Orb,,,Roseli Berry,,https://pokepast.es/a1338edf35719660,Yes,Extracted,✔,804BR1KR27,11 Sep 2026,-,,https://x.com/MeK191817/status/2098403474555957484?s=20,-,-,MeK191817,,Charizard-Mega-Y,Incineroar,Sneasler,Indeedee,Baxcalibur,Garchomp,,MC161
MC160,CookedCatfish's Triple Terrain Team,,CookedCatfish,,,,Blastoisinite,,,Lucarionite Z,,,Miracle Seed,,,Focus Sash,,,Life Orb,,,Psychic Seed,,https://pokepast.es/0f4ac087557f8301,Yes,Extracted,✔,0JPEGSWCR3,11 Sep 2026,-,,https://x.com/DevinTLegend/status/2098416811104502046?s=20,-,-,CookedCatfish,,Blastoise-Mega,Lucario-Mega-Z,Rillaboom,Pincurchin,Raichu-Alola,Indeedee-F,,MC160
MC159,Aediion_'s Dragalge Empoleon Team,,Aediion_,,,,Dragalgite,,,Metagrossite,,,Sitrus Berry,,,Rocky Helmet,,,Miracle Seed,,,Grassy Seed,,https://pokepast.es/94cb88bc739ff2af,Yes,Extracted,X,None,11 Sep 2026,-,,https://x.com/Aediion_/status/2098255182073393483?s=20,-,-,Aediion_,,Dragalge-Mega,Metagross-Mega,Incineroar,Empoleon,Rillaboom,Sneasler,,MC159
MC158,Xena's Salamence Floette Team,,Xena,,,,Floettite,,,Salamencite,,,Sitrus Berry,,,Miracle Seed,,,Focus Sash,,,Life Orb,,https://pokepast.es/983fa284e2d45493,Yes,Extracted,✔,VHTLD7XAWR,11 Sep 2026,-,,https://x.com/Xenagaming248/status/2098395233235120512?s=20,-,-,Xenagaming248,,Floette-Eternal-Mega,Salamence-Mega,Incineroar,Rillaboom,Sneasler,Kingambit,,MC158
MC157,Tukibiya_Moeru's Meowstic Cinderace Team,,Tukibiya_Moeru,,,,Meowsticite,,,Focus Sash,,,White Herb,,,Psychic Seed,,,Choice Scarf,,,Sitrus Berry,,https://pokepast.es/78f9ef4e502c61d7,Yes,Extracted,✔,RTY8SSU31N,11 Sep 2026,-,,https://x.com/Tukibiya_Moeru/status/2098343036073947182?s=20,-,-,Tukibiya_Moeru,,Meowstic-F-Mega,Armarouge,Cinderace,Sneasler,Zoroark,Indeedee-F,,MC157
MC156,FranDrawer03's Baxcalibur Skeledirge Team,,FranDrawer03,,,,Baxcalibrite,,,Leftovers,,,White Herb,,,Miracle Seed,,,Grassy Seed,,,Light Clay,,https://pokepast.es/961f0667b90b830c,Yes,Extracted,✔,PU0CVYXHFQ,11 Sep 2026,-,,https://x.com/FranDrawer03/status/2098431168257433678?s=20,-,-,FranDrawer03,,Baxcalibur-Mega,Skeledirge,Gyarados,Rillaboom,Sneasler,Ninetales-Alola,,MC156
MC155,Trick Room's Salamence Sirfetch'd Team,,Trick Room,,,,Salamencite,,,Focus Sash,,,Life Orb,,,Coba Berry,,,Fairy Feather,,,Choice Scarf,,https://pokepast.es/f4c6b857affab3fe,Yes,Extracted,✔,M8BH77EPAX,11 Sep 2026,-,,https://x.com/TR_PkmChampions/status/2098369090586837333?s=20,-,-,TR_PkmChampions,,Salamence-Mega,Armarouge,Sirfetch'd,Whimsicott,Mimikyu,Archaludon,,MC155
MC154,C_Bass365's Salamence Sylveon Team,,C_Bass365,,,,Salamencite,,,Tyranitarite,,,Life Orb,,,Focus Sash,,,Psychic Seed,,,Fairy Feather,,https://pokepast.es/f7ff9bfff5a4b86a,Yes,Extracted,✔,ML3BWUF1SL,11 Sep 2026,-,,https://x.com/C_Bass365/status/2098401053536555336?s=20,-,-,C_Bass365,,Salamence-Mega,Tyranitar-Mega,Armarouge,Excadrill,Indeedee-F,Sylveon,,MC154
MC153,Skraw's Golisopod Blaziken Team,,Jacob Mortenson,,,,Blazikenite,,,Golisopite,,,Grassy Seed,,,Miracle Seed,,,Focus Sash,,,Sitrus Berry,,https://pokepast.es/f4b304e150df0927,Yes,Extracted,✔,B3P0DSYH06,11 Sep 2026,-,,https://x.com/JacobSkraw/status/2098479727002398962?s=20,-,-,JacobSkraw,,Blaziken-Mega,Golisopod-Mega,Milotic,Rillaboom,Lycanroc-Dusk,Farigiraf,,MC153
MC152,PathogenVGC's Baxcalibur Snow Team,,PathogenVGC,,,,Baxcalibrite,,,Sitrus Berry,,,Life Orb,,,Grassy Seed,,,White Herb,,,Light Ball,,https://pokepast.es/e8e7cf8271e66481,Yes,Extracted,✔,EAKBUVSH66,11 Sep 2026,-,,https://x.com/PathogenVGC/status/2098485983591514480?s=20,-,-,PathogenVGC,,Baxcalibur-Mega,Incineroar,Basculegion,Rillaboom,Sneasler,Ninetales-Alola,,MC152
MC151,oshio_pokemon's Salamence Pyroar Team,,oshio_pokemon,,,,Pyroarite,,,Salamencite,,,Leftovers,,,Miracle Seed,,,Focus Sash,,,Choice Scarf,,https://pokepast.es/667cb69f9c820c84,Yes,Extracted,✔,CEN216LL47,11 Sep 2026,-,,https://x.com/oshio_pokemon/status/2098420875569881282?s=20,-,-,oshio_pokemon,,Pyroar-Mega,Salamence-Mega,Milotic,Rillaboom,Sneasler,Hydreigon,,MC151
MC150,metalderk's Lucario-Z Salamence Team,,metalderk,,,,Lucarionite Z,,,Salamencite,,,Sitrus Berry,,,Focus Sash,,,Miracle Seed,,,Fairy Feather,,https://pokepast.es/c12df6cee74a35fe,Yes,Extracted,✔,XFJXTBMCES,11 Sep 2026,Video,,https://x.com/derkpkmn/status/2098285195166158948?s=20,https://www.youtube.com/watch?v=50bAaSRKrrY,-,derkpkmn,,Lucario-Mega-Z,Salamence-Mega,Incineroar,Basculegion,Rillaboom,Sylveon,,MC150
MC149,KarmaNyx64's Salamence Sand Team,,KarmaNyx64,,,,Salamencite,,,Tyranitarite,,,Focus Sash,,,Psychic Seed,,,Choice Scarf,,,Life Orb,,https://pokepast.es/d5c07cfcb88237b6,Yes,Extracted,✔,VQQY2CHPB6,11 Sep 2026,-,,https://x.com/KarmaNyx64/status/2098492309222387749?s=20,-,-,KarmaNyx64,,Salamence-Mega,Tyranitar-Mega,Excadrill,Sneasler,Indeedee,Gholdengo,,MC149
MC148,Justin's Salamence Floette Team,,Justin Cerioni,,,,Floettite,,,Salamencite,,,Sitrus Berry,,,Miracle Seed,,,Focus Sash,,,Life Orb,,https://pokepast.es/a88b8c2cfc274ab2,Yes,Extracted,✔,GMHVD1A3NJ,11 Sep 2026,-,,https://x.com/byte_v24/status/2098502488806551612?s=46,-,-,byte_v24,,Floette-Eternal-Mega,Salamence-Mega,Incineroar,Rillaboom,Sneasler,Kingambit,,MC148
MC147,Treecko25's Golisopod Rain Team,,Treecko25,,,,Golisopite,,,Swampertite,,,Sitrus Berry,,,Focus Sash,,,Light Clay,,,Leftovers,,https://pokepast.es/cd11d90388e71842,Yes,Owner's,✔,68723DKKQE,11 Sep 2026,-,,Discord Submission,-,-,Treecko25,,Golisopod-Mega,Swampert-Mega,Pelipper,Sneasler,Farigiraf,Archaludon,,MC147
MC146,m_rada13's Alpensee Tour #74 Champion Team,,m_rada13,,,,Gengarite,,,Sitrus Berry,,,Eject Button,,,Leftovers,,,Focus Sash,,,Life Orb,,https://pokepast.es/3ac336df2eb4729b,Yes,Owner's,✔,7F8MM0LD1F,11 Sep 2026,Alpensee Tour #74,Champion,https://x.com/m_rada13/status/2098353125098746176?s=46,-,https://play.limitlesstcg.com/tournament/6a7f315b5a30714095570103/standings,m_rada13,,Gengar-Mega,Incineroar,Rillaboom,Snorlax,Scrafty,Dragonite,,MC146
MC145,Magnetman's Lucario-Z Salamence Team,,Adryan Sutantoso,,,,Lucarionite Z,,,Salamencite,,,Sitrus Berry,,,Life Orb,,,Grassy Seed,,,Fairy Feather,,https://pokepast.es/a96e0b908f220884,Yes,Extracted,✔,HHUALS8V1N,11 Sep 2026,-,,https://x.com/magnetmanvgc/status/2098359460322574374?s=46,-,-,magnetmanvgc,,Lucario-Mega-Z,Salamence-Mega,Incineroar,Basculegion,Rillaboom,Sylveon,,MC145
MC144,m6hn67's Gardevoir Rain Team,,m6hn67,,,,Gardevoirite,,,Choice Scarf,,,Sitrus Berry,,,Psychic Seed,,,Rocky Helmet,,,Leftovers,,https://pokepast.es/bb66ff17a1c4a911,Yes,Extracted,✔,B82VE172P1,11 Sep 2026,-,,https://x.com/m6hn67/status/2098279665446318189?s=46,-,-,m6hn67,,Gardevoir-Mega,Basculegion,Pelipper,Sneasler,Indeedee-F,Archaludon,,MC144
MC143,FedeCampoVGC's Charizard-Y Garchomp-Z Team,,Federico Camporesi,,,,Charizardite Y,,,Garchompite Z,,,Sitrus Berry,,,Life Orb,,,Roseli Berry,,,Focus Sash,,https://pokepast.es/b7354f9c5435d066,Yes,Owner's,✔,RYFCGG9UPX,11 Sep 2026,-,,https://x.com/fedecampovgc/status/2098186926792573352?s=46,-,-,fedecampovgc,,Charizard-Mega-Y,Garchomp-Mega-Z,Incineroar,Venusaur,Malamar,Aegislash,,MC143
MC142,devintlegend's Golisopod Rain Team,,devintlegend,,,,Golisopite,,,Eject Button,,,Life Orb,,,Sitrus Berry,,,Light Clay,,,Leftovers,,https://pokepast.es/56d038403d0e2fd5,Yes,Extracted,✔,3LYS72E7KL,11 Sep 2026,-,,https://x.com/devintlegend/status/2098318164576678053?s=46,-,-,devintlegend,,Golisopod-Mega,Pelipper,Rillaboom,Sinistcha,Grimmsnarl,Archaludon,,MC142
MC141,oshio_pokemon's Gardevoir Blaziken Team,,oshio_pokemon,,,,Blazikenite,,,Gardevoirite,,,Life Orb,,,Miracle Seed,,,Rocky Helmet,,,Occa Berry,,https://pokepast.es/e8d7dc3cd666c904,Yes,Extracted,✔,PEHAFRQ709,11 Sep 2026,-,,https://x.com/oshio_pokemon/status/2098275532580528473?s=46,-,-,oshio_pokemon,,Blaziken-Mega,Gardevoir-Mega,Basculegion,Rillaboom,Indeedee-F,Kingambit,,MC141
MC140,shocari_'s Meowstic Annihilape Team,,shocari_,,,,Meowsticite,,,Life Orb,,,Charcoal,,,Sitrus Berry,,,Rocky Helmet,,,Lum Berry,,https://pokepast.es/255014711fdca563,Yes,Extracted,X,None,11 Sep 2026,-,,https://x.com/shocari_/status/2098161683680186500?s=46,-,-,shocari_,,Meowstic-F-Mega,Arcanine-Hisui,Torkoal,Annihilape,Indeedee-F,Farigiraf,,MC140
MC139,starfish0206's Salamence Floette Team,,starfish0206,,,,Floettite,,,Salamencite,,,Sitrus Berry,,,Miracle Seed,,,Grassy Seed,,,Focus Sash,,https://pokepast.es/5d8e24080b6d3200,Yes,Extracted,✔,PMMKYST03D,11 Sep 2026,-,,https://x.com/starfish0206/status/2098211715313971221?s=46,-,-,starfish0206,,Floette-Eternal-Mega,Salamence-Mega,Incineroar,Rillaboom,Sneasler,Kingambit,,MC139
MC138,paperrr748's Salamence Froslass Team,,paperrr748,,,,Froslassite,,,Salamencite,,,Leftovers,,,Life Orb,,,Focus Sash,,,Black Glasses,,https://pokepast.es/9d40e2fb846322b9,Yes,Extracted,✔,C8PTLS1X3C,11 Sep 2026,-,,https://x.com/paperrr748/status/2098281009666240702?s=46,-,-,paperrr748,,Froslass-Mega,Salamence-Mega,Milotic,Rillaboom,Sneasler,Kingambit,,MC138
MC137,DragonairJordan's Salamence Glimmora Team,,Elijah Gardner,,,,Glimmoranite,,,Salamencite,,,Choice Scarf,,,Miracle Seed,,,Focus Sash,,,Chople Berry,,https://pokepast.es/5b557e03f197828e,Yes,Extracted,✔,FJ5SKX8BY7,11 Sep 2026,-,,https://x.com/dragonairj/status/2098294116530401583?s=46,-,-,dragonairj,,Glimmora-Mega,Salamence-Mega,Basculegion,Rillaboom,Pawmot,Kingambit,,MC137
MC136,smallyee's Salamence Arcanine-H Team,,Wang Yi-Liang,,,,Salamencite,,,Focus Sash,,,Mystic Water,,,Miracle Seed,,,Grassy Seed,,,Chople Berry,,https://pokepast.es/bad1f0554790c541,Yes,Owner's,X,None,10 Sep 2026,-,,https://x.com/smallyeevgc/status/2098274913887097234?s=46,-,-,smallyeevgc,,Salamence-Mega,Arcanine-Hisui,Basculegion,Rillaboom,Sneasler,Kingambit,,MC136
MC135,Moonstone's Salamence Pawmot Team,,Moonstone,,,,Floettite,,,Salamencite,,,Chople Berry,,,Miracle Seed,,,Focus Sash,,,Grassy Seed,,https://pokepast.es/adae5bcd485f81df,Yes,Extracted,✔,L3UMR0SKTD,10 Sep 2026,-,,https://x.com/MoonstoneCG/status/2097889203262533862?s=20,-,-,MoonstoneCG,,Floette-Eternal-Mega,Salamence-Mega,Incineroar,Rillaboom,Pawmot,Gholdengo,,MC135
MC134,Kazeno_shion's Lucario-Z Garchomp-Z Team,,Kazeno_shion,,,,Aerodactylite,,,Garchompite Z,,,Lucarionite Z,,,Sitrus Berry,,,Miracle Seed,,,Choice Scarf,,https://pokepast.es/e638bc044d3cb47f,Yes,Extracted,✔,PFG8J8EJHQ,10 Sep 2026,-,,https://x.com/Kazeno_shion/status/2098210473665818946?s=20,-,-,Kazeno_shion,,Aerodactyl-Mega,Garchomp-Mega-Z,Lucario-Mega-Z,Incineroar,Rillaboom,Pawmot,,MC134
